100,1.42457
200,1.16493
300,0.995223
400,0.995223
500,0.995223
600,0.995223
700,0.995223
800,0.995223
900,0.995223
1000,0.995223
1100,0.995223
1200,0.995223
1300,0.995223
1400,0.995223
1500,0.995223
1600,0.995223
1700,0.995223
1800,0.995223
1900,0.995223
2000,0.995223
2100,0.995223
2200,0.995223
2300,0.995223
2400,0.995223
2500,0.995223
2600,0.995223
2700,0.995223
2800,0.995223
2900,0.995223
3000,0.995223
3100,0.995223
3200,0.995223
3300,0.995223
3400,0.995223
3500,0.995223
3600,0.995223
3700,0.995223
3800,0.995223
3900,0.995223
4000,0.995223
4100,0.995223
4200,0.995223
4300,0.995223
4400,0.995223
4500,0.995223
4600,0.995223
4700,0.995223
4800,0.995223
4900,0.995223
5000,0.995223
5100,0.995223
5200,0.995223
5300,0.995223
5400,0.995223
5500,0.995223
5600,0.995223
5700,0.995223
5800,0.995223
5900,0.995223
6000,0.995223
6100,0.995223
6200,0.995223
6300,0.995223
6400,0.995223
6500,0.995223
6600,0.995223
6700,0.995223
6800,0.995223
6900,0.995223
7000,0.968145
7100,0.968145
7200,0.968145
7300,0.968145
7400,0.968145
7500,0.968145
7600,0.968145
7700,0.968145
7800,0.968145
7900,0.968145
8000,0.968145
8100,0.968145
8200,0.968145
8300,0.968145
8400,0.968145
8500,0.968145
8600,0.968145
8700,0.968145
8800,0.968145
8900,0.968145
9000,0.968145
9100,0.968145
9200,0.968145
9300,0.968145
9400,0.968145
9500,0.968145
9600,0.968145
9700,0.968145
9800,0.968145
9900,0.968145
10000,0.968145
10100,0.968145
10200,0.968145
10300,0.968145
10400,0.968145
10500,0.968145
10600,0.940836
10700,0.940836
10800,0.940836
10900,0.940836
11000,0.940836
11100,0.940836
11200,0.940836
11300,0.940836
11400,0.940836
11500,0.940836
11600,0.940836
11700,0.940836
11800,0.940836
11900,0.940836
12000,0.940836
12100,0.940836
12200,0.940836
12300,0.940836
12400,0.940836
12500,0.940836
12600,0.940836
12700,0.940836
12800,0.940836
12900,0.940836
13000,0.940836
13100,0.940836
13200,0.940836
13300,0.940836
13400,0.940836
13500,0.940836
13600,0.940836
